Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Yu, P; Cai, ZF; Sun, YP",Does the emissions trading system in developing countries accelerate carbon leakage through OFDI? Evidence from China,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105397
J,"Sharma, A; Jakhar, SK; Choi, TM",Would CORSIA implementation bring carbon neutral growth in aviation? A case of US full service carriers,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,2021,10.1016/j.trd.2021.102839
J,"Cao, R; Xiao, YL; Yin, FX",Spatio-Temporal Evolution of High-Quality Development and the Impact of Carbon Emissions Trading Schemes,SUSTAINABILITY,2023,10.3390/su15042900
J,"Perino, G",Carbon market design and market sentiment,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2024,10.1016/j.jeem.2024.103057
J,"Zheng, Y; Tan, RP; Zhang, B","The joint impact of the carbon market on carbon emissions, energy mix, and copollutants",ENVIRONMENTAL RESEARCH LETTERS,2023,10.1088/1748-9326/acca98
J,"Li, TT; Meng, XR; Wang, LK; Gong, Y",Will China's Carbon Emission Trading Regulation Really Decrease the Green Investment of Firms? A Microperspective on Corporate Governance,BUSINESS STRATEGY AND THE ENVIRONMENT,2025,10.1002/bse.4103
J,"Diaz-Rainey, I; Tulloch, DJ",Carbon pricing and system linking: Lessons from the New Zealand Emissions Trading Scheme,ENERGY ECONOMICS,2018,10.1016/j.eneco.2018.04.035
J,"Guo, XX; Zhang, Y",How do companies with different life cycles respond to carbon trading?-Analysis of the moderating role of government subsidies,FRONTIERS IN ENVIRONMENTAL SCIENCE,2024,10.3389/fenvs.2024.1320039
J,"Shi, W; Sang, J; Zhou, JC; Ding, XW; Li, Z",Can carbon emission trading improve carbon emission performance? Evidence from a quasi-natural experiment in China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-31060-z
J,"Song, XH; Jiang, X; Zhang, XB; Liu, JP","Analysis, Evaluation and Optimization Strategy of China Thermal Power Enterprises' Business Performance Considering Environmental Costs under the Background of Carbon Trading",SUSTAINABILITY,2018,10.3390/su10062006
J,"Jia, ZJ; Wen, SY; Sun, Z",Current relationship between coal consumption and the economic development and China's future carbon mitigation policies,ENERGY POLICY,2022,10.1016/j.enpol.2022.112812
J,"Wu, GY; Xie, Y; Li, HX; Riaz, N",Agricultural Ecological Efficiency under the Carbon Emissions Trading System in China: A Spatial Difference-in-Difference Approach,SUSTAINABILITY,2022,10.3390/su14084707
J,"Tan, RP; Cai, QJ; Pan, LL",Faking for fortune: Emissions trading schemes and corporate greenwashing in China,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107319
J,"Li, CG; Chen, ZL; Hu, YX; Cai, CC; Zuo, XT; Shang, GF; Lin, HW",The energy conservation and emission reduction co-benefits of China's emission trading system,SCIENTIFIC REPORTS,2023,10.1038/s41598-023-40811-4
J,"Shao, S; Xu, LL; Fan, MT",The effect of emission trading system on infant health: evidence from China,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,2022,10.1007/s10653-021-01173-w
J,"Liu, SS; Li, YG",Exploration or Exploitation? Corporate Green Innovation Strategy for Carbon Emission Reduction-Evidence from Pilot Enterprises in China,SUSTAINABILITY,2024,10.3390/su16114486
J,"Fu, C; Huang, YR; Zheng, YW; Luo, CY",The influence and acting pattern of China's national carbon emission trading scheme on regional ecologicalization efficiency of industry,SCIENTIFIC REPORTS,2022,10.1038/s41598-022-16185-4
J,"Wang, BX; Duan, MS",Have China's emissions trading systems reduced carbon emissions? Firm-level evidence from the power sector,APPLIED ENERGY,2025,10.1016/j.apenergy.2024.124802
J,"Xiao, D; Yu, F; Guo, CH",The impact of China's pilot carbon ETS on the labor income share: Based on an empirical method of combining PSM with staggered DID,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106770
J,"Yu, XL; Wan, K; Du, QY",Can carbon market policies achieve a point-to-surface effect?- Quasi-experimental evidence from China,ENERGY POLICY,2023,10.1016/j.enpol.2023.113803
J,"Wang, W; Zhang, YJ",Does China's carbon emissions trading scheme affect the market power of high-carbon enterprises?,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.105906
J,"Zhou, KG; Guan, ZH; Lian, YJ",Carbon mitigation effect of emission trading product: Perspective from intra-industry carbon leakage,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107966
J,"Dong, F; Dai, YJ; Zhang, SN; Zhang, XY; Long, RY",Can a carbon emission trading scheme generate the Porter effect? Evidence from pilot areas in China,SCIENCE OF THE TOTAL ENVIRONMENT,2019,10.1016/j.scitotenv.2018.10.395
J,"Isah, KO; Ebeh, JEA; Aboluwodi, D; Aliu, M; Mohammed, SS; Yakubu, Y; Ali, M",Does Speculation Matter in the Carbon Pricing Framework? Insights from the EU Emissions Trading System,CHINESE JOURNAL OF URBAN AND ENVIRONMENTAL STUDIES,2024,10.1142/S2345748124500180
J,"Choy, LHT; Ho, WKO",Building a low carbon China through Coasean bargaining,HABITAT INTERNATIONAL,2018,10.1016/j.habitatint.2018.03.007
J,"Chai, SL; Du, M; Chen, X; Chu, WJ",A Hybrid Forecasting Model for Nonstationary and Nonlinear Time Series in the Stochastic Process of CO2 Emission Trading Price Fluctuation,MATHEMATICAL PROBLEMS IN ENGINEERING,2020,10.1155/2020/8978504
J,"Qi, XY; Han, Y",How Carbon Trading Reduces China's Pilot Emissions: An Exploration Combining LMDI Decomposition and Synthetic Control Methods,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2020,10.15244/pjoes/115212
J,"Vespermann, J; Wald, A",Much Ado about Nothing? - An analysis of economic impacts and ecologic effects of the EU-emission trading scheme in the aviation industry,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2011,10.1016/j.tra.2010.03.005
J,"Xian, BT; Wang, YN; Xu, YL; Wang, J; Li, XY",Assessment of the co-benefits of China's carbon trading policy on carbon emissions reduction and air pollution control in multiple sectors,ECONOMIC ANALYSIS AND POLICY,2024,10.1016/j.eap.2024.01.011
J,"Lundgren, T; Marklund, PO; Samakovlis, E; Zhou, WC",Carbon prices and incentives for technological development,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2015,10.1016/j.jenvman.2014.12.015
J,"Jiang, B; Du, MZ; Wang, DH","Carbon emissions trading, industrial structure upgrading and green development: Excess benefits of combined actions",ECONOMIC ANALYSIS AND POLICY,2024,10.1016/j.eap.2024.03.024
J,"Joas, F; Flachsland, C",The (ir)relevance of transaction costs in climate policy instrument choice: an analysis of the EU and the US,CLIMATE POLICY,2016,10.1080/14693062.2014.968762
J,"Yang, ZF; Yuan, YN; Zhang, QZ","Carbon Emission Trading Scheme, Carbon Emissions Reduction and Spatial Spillover Effects: Quasi-Experimental Evidence From China",FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2021.824298
J,"Xi, B; Jia, WF",Research on the impact of carbon trading on enterprises' green technology innovation,ENERGY POLICY,2025,10.1016/j.enpol.2024.114436
J,"Tian, GL; Yu, SW; Wu, Z; Xia, Q",Study on the Emission Reduction Effect and Spatial Difference of Carbon Emission Trading Policy in China,ENERGIES,2022,10.3390/en15051921
J,"Zhang, CP; Liu, FL; Wu, DW; Tan, DM; Niu, LP",The impact of the carbon emissions trading scheme on corporate strategic deviance in China,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2025,10.1016/j.techfore.2024.123952
J,"Lutz, BJ; Pigorsch, U; Rotfuss, W",Nonlinearity in cap-and-trade systems: The EUA price and its fundamentals,ENERGY ECONOMICS,2013,10.1016/j.eneco.2013.05.022
J,"Peñasco, C; del Río, P; Romero-Jordán, D",Analysing the Role of International Drivers for Eco-innovators,JOURNAL OF INTERNATIONAL MANAGEMENT,2017,10.1016/j.intman.2016.09.001
J,"Zhou, Z; Ma, ZC; Lin, XW",Carbon emissions trading policy and green transformation of China's manufacturing industry: Mechanism assessment and policy implications,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.984612
J,"Dong, ZY; Xiao, Y",Carbon emissions trading policy and climate injustice: A study on economic distributional impacts,ENERGY,2024,10.1016/j.energy.2024.131074
J,"Tao, MM; Failler, P; Goh, LT; Lau, WY; Dong, HH; Xie, L",Quantify the Effect of China's Emission Trading Scheme on Low-carbon Eco-efficiency: Evidence from China's 283 Cities,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,2022,10.1007/s11027-022-10015-8
J,"Zhang, MM; Wood, MO; Wilson, J; Wu, TT",The impacts of China's ETS on firm competitiveness: Evidence from the power and heat production sector,GLOBAL FINANCE JOURNAL,2025,10.1016/j.gfj.2024.101067
J,"Du, J; Zeng, M; Deng, X",THE POLICY EFFECT OF CARBON EMISSIONS TRADING ON GREEN TECHNOLOGY INNOVATION - EVIDENCE FROM MANUFACTURING ENTERPRISES IN CHINA,CLIMATE CHANGE ECONOMICS,2024,10.1142/S2010007823400067
J,"Chen, ZF; Zhang, X; Chen, FL",Do carbon emission trading schemes stimulate green innovation in enterprises? Evidence from China,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2021,10.1016/j.techfore.2021.120744
J,"Del Río, P",Interactions between climate and energy policies: the case of Spain,CLIMATE POLICY,2009,10.3763/cpol.2007.0424
J,"Wang, J; Hao, SM",The spatial impact of carbon trading on harmonious economic and environmental development: evidence from China,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,2023,10.1007/s10653-023-01601-z
J,"Zhuo, C; Liu, YB; Dai, L; Deng, YY","Cultural, Economic, or Transport Link: Does Carbon Emissions Trading Promote Good Neighbor Carbon Emission Reduction?",LAND,2024,10.3390/land13111762
J,"Zhao, DD; Jiang, YH",Analysis of the Spatial Effect of Carbon Emissions on Chinese Economic Resilience in the Context of Sustainability,SUSTAINABILITY,2024,10.3390/su16031194
J,"Wei, XX; Zhang, LB; Chen, X; Wang, H; Liang, T; Ren, YF; Song, ZX; Li, Y",Does cap-and-trade policy promote Forest cover? Evidence from China,JOURNAL OF CLEANER PRODUCTION,2024,10.1016/j.jclepro.2024.144344
J,"Jing, ZB; Liu, ZD; Wang, T; Zhang, X",The impact of environmental regulation on green TFP:A quasi-natural experiment based on China's carbon emissions trading pilot policy,ENERGY,2024,10.1016/j.energy.2024.132357
J,"Liu, N; Yang, SY; Gao, XW; Yang, RR",Policy Coordination Effects of APPCAP and ETS on Pollution and Carbon Reduction,ENERGIES,2024,10.3390/en17235819
J,"Charlier, D; Fodha, M; Kirat, D",Residential CO2 Emissions in Europe and Carbon Taxation: A Country-Level Assessment,ENERGY JOURNAL,2023,10.5547/01956574.44.4.dcha
J,"Li, S; Liu, JJ; Shi, DQ",The impact of emissions trading system on corporate energy efficiency: Evidence from a quasi-natural experiment in China,ENERGY,2021,10.1016/j.energy.2021.121129
J,"Zhu, BZ; Zhang, MF; Huang, LQ; Wang, P; Su, B; Wei, YM",Exploring the effect of carbon trading mechanism on China's green development efficiency: A novel integrated approach,ENERGY ECONOMICS,2020,10.1016/j.eneco.2019.104601
J,"Böhringer, C; Rosendahl, KE",Strategic partitioning of emission allowances under the EU Emission Trading Scheme,RESOURCE AND ENERGY ECONOMICS,2009,10.1016/j.reseneeco.2009.04.001
J,"Clò, S; Ferraris, M; Florio, M",Ownership and environmental regulation: Evidence from the European electricity industry,ENERGY ECONOMICS,2017,10.1016/j.eneco.2016.12.001
J,"Liu, X; Li, YC; Chen, XH; Liu, J",Evaluation of low carbon city pilot policy effect on carbon abatement in China: An empirical evidence based on time-varying DID model,CITIES,2022,10.1016/j.cities.2022.103582
J,"Chen, JY; Geng, Y; Liu, R",Carbon emissions trading and corporate green investment: The perspective of external pressure and internal incentive,BUSINESS STRATEGY AND THE ENVIRONMENT,2023,10.1002/bse.3284
J,"Verbic, M; Filipovic, S; Radovanovic, M",Electricity prices and energy intensity in Europe,UTILITIES POLICY,2017,10.1016/j.jup.2017.07.001
J,"Lin, AH; Fu, YZ",Did carbon emission trading scheme improve energy use in China? An integrated approach based on SCM and threshold regression,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2024,10.1007/s11356-023-31425-4
J,"Lin, BQ; Wu, N",Will the China's carbon emissions market increase the risk-taking of its enterprises?,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,2022,10.1016/j.iref.2021.10.005
J,"Liu, DG; Chen, KJ; Cai, Y; Tang, ZP",Interpretable EU ETS Phase 4 prices forecasting based on deep generative data augmentation approach,FINANCE RESEARCH LETTERS,2024,10.1016/j.frl.2024.105038
J,"Zhang, JX; Sun, XR; Li, H; Philbin, SP; Ballesteros-Pérez, P; Skitmore, M; Lin, H",Investigating the role of emissions trading policy to reduce emissions and improve the efficiency of industrial green innovation,JOURNAL OF MANAGEMENT SCIENCE AND ENGINEERING,2021,10.1016/j.jmse.2021.09.006
J,"Tan, XP; Wang, XY",Dependence changes between the carbon price and its fundamentals: A quantile regression approach,APPLIED ENERGY,2017,10.1016/j.apenergy.2016.12.116
J,"Yang, LS; Li, YTH; Liu, HX",Did carbon trade improve green production performance? Evidence from China,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105185
J,"Gavard, C; Kirat, D",Flexibility in the market for international carbon credits and price dynamics difference with European allowances,ENERGY ECONOMICS,2018,10.1016/j.eneco.2018.10.018
J,"Zhang, HR; Tan, XJ; Liu, Y; He, CF",Exploring the effect of emission trading system on marginal abatement cost-based on the frontier synthetic difference-in-differences model,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2023,10.1016/j.jenvman.2023.119155
J,"Hu, YJ; Zhang, R; Wang, HL; Li, CJ; Tang, BJ","Synergizing policies for carbon reduction, energy transition and pollution control: Evidence from Chinese power generation industry",JOURNAL OF CLEANER PRODUCTION,2024,10.1016/j.jclepro.2023.140460
J,"Wang, X; Su, X; Feng, Y",Trading our way to a greener future: how environmental rights trading reduces urban carbon emissions in China-empirical analysis based on China's emission rights trading,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2024,10.1007/s11356-024-31999-7
J,"Tang, MG; Li, Z; Hu, FX; Wu, BJ; Zhang, RH","Market failure, tradable discharge permit, and pollution reduction: Evidence from industrial firms in China",ECOLOGICAL ECONOMICS,2021,10.1016/j.ecolecon.2021.107180
J,"Sam, AG; Song, DB",ISO 14001 certification and industrial decarbonization: An empirical study,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2022,10.1016/j.jenvman.2022.116169
J,"Song, YY; Cheng, QL; Gan, XW; Huang, HJ",The dual environmental and economic effects of the emission trading scheme under local fiscal pressure: efficient markets and promising governments,FRONTIERS IN ENVIRONMENTAL SCIENCE,2023,10.3389/fenvs.2023.1095321
J,"Dace, E; Muizniece, I; Blumberga, A; Kaczala, F",Searching for solutions to mitigate greenhouse gas emissions by agricultural policy decisions - Application of system dynamics modeling for the case of Latvia,SCIENCE OF THE TOTAL ENVIRONMENT,2015,10.1016/j.scitotenv.2015.04.088
J,"Yang, SY; Sun, WX; Wu, ZY; He, Y",Can the SO2 emission trading system promote urban emission reduction?,MANAGERIAL AND DECISION ECONOMICS,2022,10.1002/mde.3431
J,"Brewer, TL",Business perspectives on the EU emissions trading scheme,CLIMATE POLICY,2005,
J,"Dong, HM; Xue, MG; Xiao, YJ; Liu, YS",Do carbon emissions impact the health of residents? Considering China's industrialization and urbanization,SCIENCE OF THE TOTAL ENVIRONMENT,2021,10.1016/j.scitotenv.2020.143688
J,"Zhou, CB; Li, YK; Sun, ZX",Has the Carbon Trading Pilot Market Improved Enterprises' Export Green-Sophistication in China?,SUSTAINABILITY,2022,10.3390/su141610113
J,"Tian, H; Zhao, TP; Wu, XQ; Wang, PQ",The impact of digital economy development on carbon emissions-based on the perspective of carbon trading market,JOURNAL OF CLEANER PRODUCTION,2024,10.1016/j.jclepro.2023.140126
J,"Zhang, W; Wu, ZB",Optimal hybrid framework for carbon price forecasting using time series analysis and least squares support vector machine,JOURNAL OF FORECASTING,2022,10.1002/for.2831
J,"Zhang, YJ; Shi, W; Jiang, L",Does China's carbon emissions trading policy improve the technology innovation of relevant enterprises?,BUSINESS STRATEGY AND THE ENVIRONMENT,2020,10.1002/bse.2404
J,"Huang, ZH; Du, XJ",Toward green development? Impact of the carbon emissions trading system on local governments' land supply in energy-intensive industries in China,SCIENCE OF THE TOTAL ENVIRONMENT,2020,10.1016/j.scitotenv.2020.139769
J,"Shi, MX; Zou, TT; Xu, JX; Wang, J",Can Carbon Emissions Trading Scheme Make Power Plants Greener? Firm-Level Evidence From China,FRONTIERS IN ENERGY RESEARCH,2022,10.3389/fenrg.2022.906033
J,"Li, ZC; Liu, BJ",Understanding Carbon Emissions Reduction in China: Perspectives of Political Mobility,LAND,2023,10.3390/land12040903
J,"Ellis, J; Nachtigall, D; Venmans, F",Carbon pricing and competitiveness: are they at odds?,CLIMATE POLICY,2020,10.1080/14693062.2020.1805291
J,"Zhu, R; Long, LY; Gong, YH","Emission Trading System, Carbon Market Efficiency, and Corporate Innovations",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph19159683
J,"Zhang, XL; Liu, XQ; Zhang, ZY; Tang, RY; Zhang, T; Yao, J",The Synergistic Effect of the Carbon Emission Trading Scheme on Pollution and Carbon Reduction in China's Power Industry,SUSTAINABILITY,2024,10.3390/su16198681
J,"Hájek, M; Zimmermannová, J; Helman, K",Environmental efficiency of economic instruments in transport in EU countries,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,2021,10.1016/j.trd.2021.103054
J,"Du, HY; Zhang, YY; Evans, OM; Chen, W",Will emission trading promote enterprise diversification? Evidence from China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-28115-6
J,"Zheng, YH; Sun, XY; Zhang, CY; Wang, DJ; Mao, J",Can Emission Trading Scheme Improve Carbon Emission Performance? Evidence From China,FRONTIERS IN ENERGY RESEARCH,2021,10.3389/fenrg.2021.759572
J,"Zeng, SL; Fu, QY; Haleem, F; Shen, Y; Peng, WB; Ji, M; Gong, YL; Xu, YL","China's carbon trading pilot policy, economic stability, and high-quality economic development",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,2024,10.1057/s41599-024-03646-6
J,"Zhang, ZL; Liao, J; Li, HL; Pan, JQ",Impact of carbon trading policy on corporate capital structure: Empirical evidence from China,FRONTIERS IN ENVIRONMENTAL SCIENCE,2023,10.3389/fenvs.2023.1141212
J,"Zhao, ZY; Zhou, SN; Wang, SY; Ye, C; Wu, TL",The Impact of Carbon Emissions Trading Pilot Policy on Industrial Structure Upgrading,SUSTAINABILITY,2022,10.3390/su141710818
J,"Shi, BB; Li, N; Gao, Q; Li, GQ","Market incentives, carbon quota allocation and carbon emission reduction: Evidence from China's carbon trading pilot policy",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2022,10.1016/j.jenvman.2022.115650
J,"Liu, LL; Lv, YY; Gao, D; Mo, XL",Towards a greener future: Assessing the impact of carbon emission trading on urban carbon efficiency in China,ENERGY & ENVIRONMENT,2023,10.1177/0958305X231217646
J,"Bai, PR; Ma, ZY; Wei, X; Jia, RN",Allocation scheme selection for transportation carbon allowance -evidence from China's top ten economic regions,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.139310
J,"Lange, I; Maniloff, P",Updating allowance allocations in cap-and-trade: Evidence from the NOx Budget Program,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2021,10.1016/j.jeem.2020.102380
J,"Fang, GC; Lu, LX; Tian, LX; He, Y; Yin, HB",Research on the influence mechanism of carbon trading on new energy-A case study of ESER system for China,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2020,10.1016/j.physa.2019.123572
J,"Cai, HC; Wang, ZL; Zhang, ZW; Xu, XD",Carbon emission trading schemes induces technology transfer: Evidence from China,ENERGY POLICY,2023,10.1016/j.enpol.2023.113595
J,"Ohlendorf, N; Flachsland, C; Nemet, GF; Steckel, JC",Carbon price floors and low-carbon investment: A survey of German firms,ENERGY POLICY,2022,10.1016/j.enpol.2022.113187
J,"Zhu, XK; Deng, QY; Zhang, S",Toward low-carbon transition: Does carbon regulation matter for spatial development inequality?,ECONOMIC CHANGE AND RESTRUCTURING,2024,10.1007/s10644-024-09829-0
J,"Li, L; Dong, J; Song, Y",Impact and Acting Path of Carbon Emission Trading on Carbon Emission Intensity of Construction Land: Evidence from Pilot Areas in China,SUSTAINABILITY,2020,10.3390/su12197843
J,"Feng, Y; Lei, YT",Carbon trading price and carbon performance of high energy-intensive enterprises,MANAGERIAL AND DECISION ECONOMICS,2025,10.1002/mde.4386
J,"Cheng, ZH; Yu, XJ",China's carbon emissions trading system and energy directed technical change,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,2024,10.1016/j.eiar.2024.107417
J,"Kumar, P",Does carbon pricing matter? An exploratory study based on international data,JOURNAL OF REVENUE AND PRICING MANAGEMENT,2024,10.1057/s41272-023-00449-3
J,"Li, X; Zhang, YQ; Chen, L; Li, J; Chu, XW",A decomposition-ensemble-integration framework for carbon price forecasting,EXPERT SYSTEMS WITH APPLICATIONS,2024,10.1016/j.eswa.2024.124954
J,"Ruoting, Z",Study of environmental regulation on industrial energy conservation and emission reduction,JOURNAL OF KING SAUD UNIVERSITY SCIENCE,2023,10.1016/j.jksus.2023.102920
J,"Zhang, R; Wen, LJ; Jin, Y; Zhang, AL; Gil, JM",Synergistic impacts of carbon emission trading policy and innovative city pilot policy on urban land green use efficiency in China,SUSTAINABLE CITIES AND SOCIETY,2025,10.1016/j.scs.2024.105955
J,"Li, H; Zhang, YJ",Environmental Performance of Carbon Emissions Trading Policy: Evidence From a New Comprehensive Analysis Model,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,2024,10.1109/TEM.2022.3216570
J,"Hu, JF; Pan, XX; Huang, QH",Quantity or quality? The impacts of environmental regulation on firms' innovation-Quasi-natural experiment based on China's carbon emissions trading pilot,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2020,10.1016/j.techfore.2020.120122
J,"Dong, HW; Hu, Y; Yang, YH; Jiang, WJ",A Multi-Strategy Integration Prediction Model for Carbon Price,ENERGIES,2023,10.3390/en16124613
J,"Lv, SG; Lv, YY; Gao, D; Liu, LL",The Path to Green Development: The Impact of a Carbon Emissions Trading Scheme on Enterprises' Environmental Protection Investments,SUSTAINABILITY,2023,10.3390/su151612551
J,"Aguiar-Conraria, L; Soares, MJ; Sousa, R",California's carbon market and energy prices: a wavelet analysis,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2018,10.1098/rsta.2017.0256
J,"Lazzini, S; Occhipinti, Z; Parenti, A; Verona, R",Disentangling economic crisis effects from environmental regulation effects: Implications for sustainable development,BUSINESS STRATEGY AND THE ENVIRONMENT,2021,10.1002/bse.2749
J,"Xu, YY; Zhao, S; Chu, BX; Zhu, YL",Emission Reduction Effects of China's National Carbon Market: Evidence Based on the Power Sector,ENERGIES,2024,10.3390/en17122859
J,"Wang, XX; Huang, JL; Liu, HD",Can China's carbon trading policy help achieve Carbon Neutrality?-A study of policy effects from the Five-sphere Integrated Plan perspective,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2022,10.1016/j.jenvman.2021.114357
J,"Nie, X; Chen, ZP; Yang, LF; Wang, QL; He, JX; Qin, HX; Wang, H",Impact of Carbon Trading System on Green Economic Growth in China,LAND,2022,10.3390/land11081199
J,"Li, HJ; Li, QM; Huang, XY; Guo, LL",Do green bonds and economic policy uncertainty matter for carbon price? New insights from a TVP-VAR framework,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2023,10.1016/j.irfa.2023.102502
J,"Hu, SQ; Li, D; Wang, XD",Study on the influence of carbon trading pilot policy on energy efficiency in power industry,INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT,2023,10.1108/IJCCSM-04-2022-0046
J,"Wang, XL; Huang, YS",The heterogeneous impact of environmental regulations on low-carbon economic transformation in China: Empirical research based on the mediation effect model,GREENHOUSE GASES-SCIENCE AND TECHNOLOGY,2021,10.1002/ghg.2033
J,"Nie, X; Wu, JX; Chen, ZP; Zhang, AL; Wang, H",Can environmental regulation stimulate the regional Porter effect? Double test from quasi-experiment and dynamic panel data models,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2021.128027
J,"Zheng, SM; Li, Y; Xie, HY",What makes the synergy between pollution and carbon emission control effective? Based on an evaluation of the carbon emissions trading pilot policy,ENVIRONMENTAL RESEARCH COMMUNICATIONS,2024,10.1088/2515-7620/ad9cf3
J,"Yu, P; Hao, RX; Cai, ZF; Sun, YP; Zhang, XY",Does emission trading system achieve the win-win of carbon emission reduction and financial performance improvement? -Evidence from Chinese A-share listed firms in industrial sector,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2021.130121
J,"Lin, BQ; Wesseh, PK",On the economics of carbon pricing: Insights from econometric modeling with industry-level data,ENERGY ECONOMICS,2020,10.1016/j.eneco.2020.104678
J,"Ma, N; Li, HJ; Wang, YH; Zhang, JW; Li, ZH; Arif, A",The short-term roles of sectors during a carbon tax on Chinese economy based on complex network: An in-process analysis,JOURNAL OF CLEANER PRODUCTION,2020,10.1016/j.jclepro.2019.119560
J,"Yuan, MS",Will regulated firms benefit from carbon emission trading system? Evidence from a Market Power Perspective,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-29574-7
J,"Jia, SB; Zhu, XW; Gao, X; Yang, XT",The influence of carbon emission trading on the optimization of regional energy structure,HELIYON,2024,10.1016/j.heliyon.2024.e31706
J,"Yang, QQ; Ye, ZH",Green Finance Development and Carbon Emissions: Evidence from a Spatial Panel Data Analysis in China,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2024,10.15244/pjoes/184642
J,"Wang, Y; Li, Z; Wen, C; Zheng, JH",Carbon emissions trading scheme and regional total factor carbon productivity: based on temporal-spatial dual perspectives,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-30716-0
J,"Du, MF; Zhang, YJ",The impact of producer services agglomeration on green economic development: Evidence from 278 Chinese cities,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106769
J,"Qian, J; Liu, SB; Wang, PY",The Effect of China's Carbon Emissions Trading System on the Power Sector's CO2 Emission Reduction Based on the West-East Power Transmission Project,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2024,10.15244/pjoes/178455
J,"Song, XN; Pan, CW; Yuan, HP; Wang, ZY",Does emission trading system (ETS) deserve further promotion in the building sector? Evidence from China,RENEWABLE ENERGY,2024,10.1016/j.renene.2024.121713
J,"Ge, WF; Xu, Y; Razzaq, A; Liu, GL; Su, XF; Yang, XD; Ran, QY",What drives the green transformation of enterprises? A case of carbon emissions trading pilot policy in China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-26283-z
J,"Liu, MJ; Zhou, C; Lu, FF; Hu, XH",Impact of the implementation of carbon emission trading on corporate financial performance: Evidence from listed companies in China,PLOS ONE,2021,10.1371/journal.pone.0253460
J,"Sadayuki, T; Arimura, TH",Do regional emission trading schemes lead to carbon leakage within firms? Evidence from Japan,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105664
J,"Song, WY; Xiao, WJ",THE IMPACT OF CARBON EMISSION TRADING PILOT POLICY ON DIGITAL TRANSFORMATION OF ENTERPRISES BASED ON TEXT ANALYSIS METHOD,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2024,10.24507/ijicic.20.02.509
